GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
22803       20   21303304   21389825    162      18  184305      -1.8994      0.97125
644524      20   21395367   21397409      3       2  184305     -0.62891       0.7353
4821        20   21499260   21514026     18       5  184305      -1.0216      0.84652
5075        20   21705659   21718486     21       7  184305     -0.25503      0.60065
3170        20   22581004   22585463      5       2  184305     -0.26082      0.60289
105372569   20   23030889   23039219     25       5  184305      0.67827       0.2488
6754        20   23035420   23036677      4       2  184305      0.57451      0.28281
7056        20   23045633   23049664      8       2  184305      0.67061      0.25124
22918       20   23079356   23086340     34       5  184305      0.45536      0.32443
29107       20   23350736   23354771     12       4  184305      -1.0804      0.86002
64412       20   23361639   23373046     37       6  184305      -1.5467      0.93903
63908       20   23374519   23421519    168      16  184305      -1.1117      0.86687
128817      20   23439639   23461091    101       5  184305      0.19908       0.4211
140880      20   23450404   23452845      8       3  184305      0.30999      0.37828
10047       20   23491076   23507128     28       9  184305      0.14247      0.44335
128821      20   23564732   23568749     22       3  184305       1.6039     0.054366
128822      20   23602410   23605973     13       1  184305      0.84296      0.19962
1471        20   23627897   23638048     47       4  184305       2.2531     0.012127
1472        20   23685640   23689025     10       3  184305       2.1603     0.015374
1469        20   23747553   23750937     19       4  184305      0.98187      0.16308
1470        20   23823767   23826675     12       4  184305      -1.2919       0.9018
1473        20   23875935   23879743     10       6  184305      0.71869      0.23617
92086       20   23985053   23988779     30       2  184305      0.85149      0.19725
105372585   20   24468226   24475800     13       3  184305       1.4413     0.074756
79953       20   24469199   24666617    616      49  184305     -0.80354      0.78917
8530        20   24949230   24959928     31       7  184305     -0.61183      0.72967
57136       20   24962925   24992974    110      13  184305     -0.12847      0.55111
84532       20   25006230   25058182    125      24  184305      0.71454      0.23745
30813       20   25070885   25082379     31       7  184305      0.54702      0.29218
955         20   25195670   25226724     67      11  184305        2.168     0.015078
5834        20   25248070   25298012    171      10  184305       2.5878    0.0048302
26090       20   25294743   25390982    220      10  184305         2.47    0.0067552
9837        20   25407444   25448555    130      11  184305       2.6864    0.0036109
22981       20   25452697   25585531    274      17  184305       1.7659     0.038708
140838      20   25612935   25624012     22       5  184305      0.72607       0.2339
26152       20   25673195   25696904     63       6  184305     -0.26825      0.60574
102723390   20   29457393   29496909     72       7  184305     -0.76367      0.77747
245929      20   31257664   31259632      8       3  184305    -0.099006      0.53943
245930      20   31303212   31308585     23       5  184305      -1.5078       0.9342
117285      20   31368618   31373923      8       3  184305      -1.1187      0.86836
245932      20   31377163   31390649     49       6  184305     -0.87144      0.80824
245934      20   31404845   31419068     35      10  184305      -1.2627      0.89666
245936      20   31440519   31450257     39      13  184305      -1.1768      0.88036
245937      20   31465506   31473013     32       6  184305      -1.1307      0.87091
28954       20   31475288   31484905     46       8  184305     -0.63874      0.73851
81502       20   31514410   31569567    154      22  184305      0.16543       0.4343
3397        20   31605283   31606515      2       1  184305     -0.39413      0.65326
84701       20   31637879   31645009     18       5  184305       1.3328     0.091302
598         20   31664452   31723964    242      30  184305      0.79829      0.21235
22974       20   31733819   31801802     91      11  184305     -0.77544      0.78096
85366       20   31819312   31834697     40       3  184305       0.1704      0.43235
2307        20   31844300   31845617      3       1  184305      0.15191      0.43963
128853      20   31861067   31870676     31       4  184305      0.15066      0.44012
164395      20   31870702   31944959    168      37  184305       1.2077      0.11359
81572       20   31944955   31968710     27       7  184305       1.7912     0.036634
343702      20   31968002   31998453     38       7  184305        1.532     0.062761
140706      20   32010379   32032182     33       7  184305       1.1621       0.1226
3055        20   32052188   32101856     41      16  184305    -0.080384      0.53203
9777        20   32109506   32167258     43      12  184305      0.08768      0.46507
5326        20   32192504   32207743     11       7  184305      -1.8382      0.96699
23509       20   32207822   32238664     23      11  184305     -0.27709      0.60914
9371        20   32277651   32335011    107      16  184305      0.26849      0.39416
171023      20   32358344   32439319    105      19  184305     -0.46758      0.67996
140688      20   32443059   32585073    419      34  184305     -0.75225      0.77405
284805      20   32631625   32651981     20       4  184305      0.15927      0.43673
149951      20   32702691   32744008     68      11  184305     -0.58796      0.72172
1789        20   32762385   32809356     68      10  184305       1.7257       0.0422
22919       20   32819780   32850405     40       3  184305        1.553     0.060207
388795      20   32860995   32961845    127      13  184305       1.7222     0.042518
140732      20   32983773   33004449     39       4  184305      0.90594      0.18248
80341       20   33007578   33023709     20       3  184305      0.94546      0.17221
128859      20   33030977   33044047     18       6  184305       1.2333      0.10873
359710      20   33055331   33073637     21       3  184305      0.63992      0.26111
149954      20   33081512   33111751     37       5  184305       0.7337      0.23156
105372714   20   33140337   33163020     33       6  184305       1.5107     0.065431
140683      20   33161836   33181417     33       6  184305       1.3401     0.090105
128861      20   33217310   33227806     18       4  184305      0.68113       0.2479
51297       20   33235996   33243309     12       6  184305      0.36849      0.35625
92747       20   33283135   33309878     38       5  184305       2.1762     0.014771
51654       20   33358839   33401902     66       9  184305       2.3142     0.010329
6640        20   33407957   33443892     60      10  184305       2.6153    0.0044574
9139        20   33490122   33650031    345      15  184305       2.7682    0.0028187
63941       20   33657087   33674458     44       6  184305       3.2785    0.0005218
128864      20   33662286   33663915      5       3  184305       2.5334    0.0056477
170487      20   33666498   33668525      6       1  184305       3.3829   0.00035858
1869        20   33675486   33686404     27       4  184305       2.8264    0.0023541
11264       20   33702744   33720330     56       5  184305        1.985     0.023574
84905       20   33731760   33792269    141      11  184305       2.2487     0.012266
128866      20   33811304   33854367     59      10  184305       1.3401     0.090114
22913       20   33993652   34083185    194      15  184305       1.3111     0.094904
8894        20   34088309   34112279     43       5  184305      0.10623       0.4577
434         20   34186493   34269344    184      14  184305       1.0284      0.15188
191         20   34234840   34311976    187      14  184305       1.0969      0.13634
83737       20   34363235   34511393    386      14  184305       0.5779      0.28166
83658       20   34516355   34540958     44       7  184305       0.8645      0.19366
84557       20   34546830   34560345     28       4  184305      0.31481      0.37645
128869      20   34560542   34677285    176      19  184305      0.80684      0.20988
58476       20   34704311   34713439      6       2  184305        2.848    0.0022001
23054       20   34714774   34825630    119      16  184305       1.7576     0.039409
2686        20   34844720   34872858     40      13  184305       2.6333    0.0042279
55902       20   34874942   34927966     27       7  184305        1.779     0.037618
2937        20   34928433   34955992      8       4  184305       1.2429      0.10696
57644       20   34955835   35002437     54      11  184305        1.035      0.15033
26133       20   35002404   35092837    147      18  184305       1.0948       0.1368
55741       20   35115357   35147358     21       9  184305       1.1622      0.12258
10544       20   35171937   35215989     48      17  184305      0.35552       0.3611
10893       20   35226736   35277663     52      19  184305     -0.29502      0.61601
3692        20   35278906   35284816      7       4  184305     0.030261      0.48793
128876      20   35285731   35292422      5       3  184305      -2.3199      0.98983
55245       20   35302566   35412142    112      33  184305      -1.4174      0.92181
8200        20   35433347   35441387      6       4  184305     -0.73179      0.76785
11190       20   35455139   35517531    146      26  184305      -1.6651      0.95205
140873      20   35520741   35529652     13       5  184305      -1.5164      0.93529
51614       20   35542029   35557634     32       7  184305      -2.6655      0.99616
6676        20   35615853   35621045      8       3  184305     -0.23309      0.59216
8904        20   35626031   35664956     56      11  184305      -1.3999      0.91923
10137       20   35648925   35664956     24       8  184305      -1.5959      0.94474
9054        20   35668688   35699365     38      10  184305     -0.99557      0.84027
140823      20   35699310   35700980      3       2  184305     -0.55819      0.71164
9584        20   35703609   35742336     50      13  184305      -1.7385      0.95893
51230       20   35772001   35950377    496      34  184305      -2.1126      0.98268
51282       20   35953617   35955359      4       2  184305      -1.3172      0.90612
140894      20   35954562   36030700    197      29  184305      -1.8828      0.97014
2036        20   36064891   36232799    344      26  184305      -1.8083      0.96472
25980       20   36236417   36256941    140       8  184305     -0.73481      0.76877
22839       20   36306323   36528637    427      26  184305       1.3973      0.08116
10398       20   36541484   36549823     28       5  184305     -0.56027      0.71235
60436       20   36573473   36593952     65      13  184305     -0.97052      0.83411
100527943   20   36574554   36612557    114      20  184305     -0.15262      0.56065
55969       20   36605734   36612557     18       6  184305      -1.1554      0.87603
84174       20   36612519   36646216     43      11  184305     -0.43555      0.66842
57446       20   36651766   36746138    181      16  184305     -0.59067      0.72263
79980       20   36751791   36773827     51       5  184305       1.0371      0.14985
140710      20   36777442   36863684    239      25  184305    -0.025674      0.51024
140711      20   36876121   36894235     55      10  184305     -0.25784      0.60173
25939       20   36891824   36951843    164      29  184305      -2.0063      0.97759
5933        20   36996349   37096000    223      32  184305     -0.22709      0.58982
140699      20   37101226   37179588    128      15  184305    -0.056386      0.52248
6185        20   37179051   37241623    148      21  184305      -1.0046      0.84247
2691        20   37251065   37261878     28       7  184305       1.0451      0.14799
63905       20   37289648   37317260     75       9  184305      0.21325      0.41556
6714        20   37344685   37405432    262      18  184305      0.15372      0.43892
10904       20   37517417   37527931     28       9  184305      0.09744      0.46119
4826        20   37521205   37523690      7       4  184305      -1.1479       0.8745
56259       20   37693955   37872129    402      32  184305     -0.26098      0.60294
128434      20   37903097   37945350    116      17  184305      0.10428      0.45847
9675        20   37983007   38033468    157      15  184305      0.23776      0.40603
58490       20   38033487   38092364    209      15  184305      0.71903      0.23606
7052        20   38128461   38166509    102      13  184305       1.3934     0.081751
85449       20   38210505   38260772    163      29  184305      0.57016      0.28428
671         20   38304150   38337505     74      13  184305     -0.26425      0.60421
3929        20   38346411   38377011     72       9  184305     -0.64201      0.73957
57148       20   38472806   38578861    261      22  184305       2.1956     0.014061
149685      20   38581195   38588463     18       4  184305        2.542    0.0055117
343578      20   38601934   38650652    160      20  184305        1.216        0.112
140679      20   38724462   38729372     31       4  184305      -1.1037      0.86514
79913       20   38748258   38772446     45       9  184305      -1.1278       0.8703
26051       20   38805705   38923024    304      40  184305       2.6517    0.0040045
81610       20   38925078   38953060     50       8  184305      0.58659      0.27874
60625       20   38962338   39039723    258      14  184305       1.1696      0.12109
9935        20   40685848   40689240     13       5  184305     -0.16794      0.56669
7150        20   41028822   41124487    494      38  184305      -1.2691       0.8978
5335        20   41137519   41175721    137      21  184305     -0.75631      0.77527
23051       20   41178449   41317618    560      41  184305      0.16033      0.43631
64900       20   41340780   41360585     65      16  184305      -1.9072      0.97175
90187       20   41359966   41366858     19       5  184305      0.41847       0.3378
84181       20   41402101   41618494    494      55  184305     -0.36885      0.64388
11122       20   42072752   43189917   3375     223  184305      0.66308      0.25364
6431        20   43457864   43463605      4       2  184305      0.47495      0.31741
26013       20   43507680   43541895     80       8  184305       -1.137      0.87223
10110       20   43558995   43585633     54      12  184305      0.46985      0.31923
51098       20   43590613   43647227    107      12  184305     -0.73416      0.76858
4605        20   43667019   43716496     98       8  184305     -0.41447      0.66074
149699      20   43726161   43727012      1       1  184305     -0.73926      0.77012
84969       20   43914852   44069616    405      43  184305       1.1671      0.12158
57158       20   44111697   44187578    270      17  184305      -2.2765      0.98859
51526       20   44195939   44210906     51       4  184305      -2.1256      0.98323
78997       20   44247099   44280917    123      10  184305      -1.3985      0.91902
128486      20   44306557   44311249     15       3  184305     -0.38411      0.64955
140902      20   44337158   44350792     45       8  184305     -0.20672      0.58189
3172        20   44355801   44432845    422      17  184305     -0.18834       0.5747
140834      20   44461763   44465344     12       5  184305      0.58327      0.27986
79183       20   44475883   44494603     62      12  184305      0.48977      0.31215
10955       20   44496223   44522085     81      10  184305      0.66724      0.25231
11142       20   44531781   44619037    214      31  184305       1.7392     0.041003
100         20   44619522   44652233    113      15  184305     -0.88169      0.81103
8839        20   44714993   44727812     56      11  184305      0.94989      0.17108
60598       20   44745847   44752313     17       7  184305      0.45736      0.32371
140730      20   44751804   44810338    200      37  184305       1.0279        0.152
7529        20   44885599   44908532     94      12  184305      0.99725      0.15932
80336       20   44910058   44958801    112      28  184305      0.92407      0.17773
10953       20   44942130   44960473     38      13  184305    -0.053005      0.52114
6789        20   44966479   45079975    156      18  184305       -1.834      0.96667
3787        20   45092072   45101112     23       5  184305      -1.5961      0.94476
149708      20   45109452   45116321     35       6  184305      0.62081      0.26736
5266        20   45174899   45176544      3       2  184305       -1.248      0.89399
6406        20   45206997   45209773      9       5  184305      -1.0837      0.86074
6407        20   45221369   45224458     10       3  184305       1.1439      0.12633
6590        20   45252239   45254564      3       2  184305     -0.88505      0.81194
8785        20   45293446   45308566     26       8  184305     -0.23914       0.5945
11317       20   45306824   45319677     26      10  184305      -1.0448      0.85194
6385        20   45325285   45348424     75      11  184305     -0.23822      0.59414
90196       20   45361937   45376802     50       8  184305    -0.034661      0.51383
27296       20   45373880   45407838     93      18  184305     -0.62071       0.7326
55861       20   45405993   45410610      9       4  184305      0.19539      0.42254
51604       20   45416067   45426245     29       9  184305     -0.10035      0.53997
10406       20   45448648   45481532    129      13  184305      -1.2938      0.90213
10816       20   45512461   45515624      9       4  184305      0.10303      0.45897
140870      20   45534197   45539495     18       4  184305       1.5127     0.065176
100526773   20   45536280   45547426     38      10  184305      0.96308      0.16775
57119       20   45540626   45547426     27       9  184305      0.57643      0.28216
90199       20   45551152   45579350    112      15  184305     0.025731      0.48974
259240      20   45607939   45631268     42      11  184305      -1.4523      0.92679
140832      20   45629746   45631192      2       1  184305     -0.98169      0.83687
259239      20   45648563   45670239     87      11  184305      0.66005      0.25461
280664      20   45684651   45705019     47       9  184305     -0.53888      0.70502
164237      20   45702016   45708817     15       5  184305     -0.43957      0.66988
391253      20   45722349   45725696     10       5  184305     -0.79671      0.78719
140686      20   45774208   45791908     39       6  184305     0.034538      0.48622
116092      20   45791937   45811427     93       6  184305     -0.60031      0.72585
11065       20   45812576   45816957     32       2  184305     -0.66699      0.74761
7125        20   45823214   45833323     26       6  184305      0.51248      0.30416
90203       20   45833622   45843275     23       5  184305       1.3041       0.0961
10005       20   45841721   45857409     25       6  184305     0.047115      0.48121
140831      20   45857581   45879131     27       7  184305       1.0527      0.14624
90204       20   45880942   45885266      7       3  184305      0.34975      0.36326
128497      20   45886486   45888653      6       2  184305     -0.49334      0.68911
140825      20   45888472   45891287      8       3  184305      0.61838      0.26816
5476        20   45890952   45898820     27       4  184305     -0.37949      0.64784
5360        20   45898620   45912364     26       5  184305     -0.61797       0.7317
63935       20   45934674   45948023     15       4  184305      -0.1927       0.5764
63925       20   45948653   45972194     15       4  184305      0.35174      0.36252
4318        20   46008908   46016561     22       2  184305     -0.26144      0.60312
57468       20   46021690   46060150    117      15  184305      0.50678      0.30615
57727       20   46060985   46089952     89      17  184305      0.32113      0.37406
958         20   46118250   46129745     34       7  184305     -0.49082      0.68822
64405       20   46173733   46308829    293      23  184305       -0.777      0.78142
51006       20   46349528   46364458     62      18  184305      -1.7023      0.95565
63916       20   46366049   46407051    217      47  184305      0.54062      0.29438
55713       20   46481908   46513581    113      20  184305      0.99331      0.16028
128506      20   46541031   46550574     41      12  184305     -0.49683      0.69035
64849       20   46557823   46684485    354      45  184305      -1.2161      0.88802
112858      20   46684365   46689637     13       6  184305     -0.48863      0.68745
81031       20   46708347   46736347     55      12  184305      -2.3407      0.99038
2139        20   46894624   47188844    929      62  184305       -1.388      0.91743
23613       20   47209214   47356889    558      22  184305        2.758     0.002908
8202        20   47501857   47656877    449      24  184305      0.93545      0.17478
55959       20   47657406   47786629    298      16  184305       0.8092       0.2092
57580       20   48624249   48827883    489      44  184305      0.29406      0.38436
10564       20   48921721   49036693    382      40  184305       -0.375      0.64617
1434        20   49046246   49096960    240      33  184305    -0.071516      0.52851
6780        20   49113339   49188370    196      26  184305      0.16569       0.4342
55661       20   49219295   49244077     94      24  184305     -0.42315      0.66391
57169       20   49245897   49278244    103      14  184305      0.49834      0.30912
3745        20   49363877   49484042    416      38  184305     0.063588      0.47465
5740        20   49503874   49568170    117      13  184305      0.74213      0.22901
105372715   20   49608935   49633617     50       7  184305     -0.28636       0.6127
9334        20   49632945   49713884    195      33  184305      -1.5734      0.94218
23315       20   49812713   49892242    205      28  184305      0.50243      0.30768
9825        20   49903391   49915543     51       4  184305     -0.13134      0.55225
55905       20   49936377   49953885     43       8  184305       1.9556     0.025255
6615        20   49982976   49988886     21       3  184305      -0.1474      0.55859
7335        20   50081124   50115959    120      31  184305      -1.3841      0.91684
387522      20   50081124   50153798    261      40  184305      -1.2344      0.89147
387521      20   50123737   50153798    117      21  184305      -0.7654      0.77798
1051        20   50190583   50192690      3       2  184305      0.72879      0.23307
100506115   20   50267483   50279795     64       6  184305     -0.95367      0.82987
5770        20   50510321   50584762    250      42  184305      -1.2302      0.89068
140876      20   50586108   50692004    385      44  184305      0.99136      0.16076
84612       20   50731544   50753741    107       8  184305      -1.1719      0.87938
55653       20   50794894   50877854    237      28  184305      -1.1527      0.87548
23394       20   50888918   50930990     91      16  184305      -1.4483      0.92623
8813        20   50934855   50958561     73      10  184305      -1.0898       0.8621
27304       20   50958814   50961863      5       2  184305      -1.2162      0.88805
3755        20   51003656   51023176    103       5  184305      -1.8351      0.96675
4773        20   51386957   51562858    377      32  184305      0.89557      0.18524
10079       20   51596775   51768411    560      66  184305      -1.9191      0.97251
57167       20   51784009   51913245    347      75  184305      -2.2601      0.98809
55734       20   52084011   52191985    429      34  184305      -1.1705      0.87911
128553      20   52972309   53495330   1594      96  184305     -0.98988      0.83888
7764        20   53567065   53608969    118      14  184305     -0.57855      0.71856
8537        20   53943540   54070765    169      22  184305      0.37985      0.35203
1591        20   54153449   54173985     75      10  184305      0.30848      0.37886
5203        20   54207963   54219953     45       7  184305      0.86125      0.19455
55816       20   54475472   54651171    516      49  184305       1.2854     0.099324
140689      20   55997357   56005474     26       9  184305     -0.35309      0.63799
4159        20   56248732   56249815      3       2  184305      0.90339      0.18316
116151      20   56358927   56368663     24       9  184305     -0.77102      0.77965
6790        20   56369389   56392295     98      16  184305      0.60591      0.27229
1477        20   56392371   56404526     31       9  184305      0.39942      0.34479
57091       20   56411548   56459340    226      26  184305       1.1419      0.12674
51507       20   56468585   56518886    258      21  184305       1.5893     0.055999
140687      20   56491492   56525925    202      26  184305       1.6832     0.046169
200232      20   56524729   56526152     18       3  184305     -0.78174      0.78282
388799      20   56526195   56536521     75      17  184305       1.5022     0.066519
105372682   20   56558911   56596608    133      28  184305     -0.18945      0.57513
7022        20   56629302   56639283     24       8  184305       1.5788     0.057186
655         20   57168753   57266651    293      51  184305      -1.0643       0.8564
23626       20   57329759   57343993     37      10  184305      0.58569      0.27904
8480        20   57351089   57378463    125      18  184305      0.71543      0.23717
100462983   20   57358440   57359822      4       2  184305      0.13033      0.44815
55544       20   57391398   57409333     45      11  184305      -1.3647      0.91383
140690      20   57495965   57525652     48      13  184305     -0.85776      0.80449
5105        20   57561081   57566461     14       5  184305      -1.9713      0.97565
81030       20   57603846   57620576     32       7  184305     -0.55157      0.70938
56937       20   57648392   57711536    149      16  184305       1.9308     0.026753
128602      20   58150927   58161130     46      10  184305       1.6207      0.05254
140731      20   58216126   58228653     41      12  184305       1.4117     0.079026
57403       20   58309715   58367507    302      14  184305     -0.20989      0.58312
9217        20   58389119   58451101    122      16  184305     -0.61186      0.72969
164284      20   58452469   58515393    101       5  184305     -0.99702      0.84062
8675        20   58651253   58679526    127      13  184305       0.1535        0.439
79716       20   58689131   58715844     86       6  184305      -0.2311      0.59138
2778        20   58839740   58911195    283      18  184305      -1.4704      0.92928
51497       20   58981208   58995134     44      10  184305      0.18682       0.4259
1522        20   58995187   59007254     32       7  184305       1.4247     0.077124
81027       20   59019254   59026654     19       7  184305       0.4512      0.32592
514         20   59028678   59032367     14       4  184305     -0.25632      0.60115
51012       20   59033145   59042846     22       5  184305     -0.20735      0.58213
128611      20   59123428   59259113    437      38  184305      -1.0163      0.84526
1908        20   59300424   59325992    123      11  184305     0.082865      0.46698
116154      20   59577509   59847711   1182      98  184305     -0.37633      0.64667
10388       20   59863557   59933681    390      42  184305       -1.272      0.89832
63939       20   59933764   59948680     81      10  184305       1.2478      0.10606
5509        20   59936832   59940297     13       5  184305       1.0532      0.14612
60437       20   59955831   60034338    413      38  184305      0.42642       0.3349
284756      20   60055925   60072953     39       6  184305      0.37957      0.35213
1002        20   61252426   61940617   2642     192  184305       1.3843     0.083138
6874        20   61974798   62065810    502      59  184305     -0.74626      0.77225
105372704   20   62000728   62002317     10       4  184305     -0.58701       0.7214
149986      20   62122459   62135378     73      17  184305      0.12601      0.44986
5688        20   62136727   62143458     46       8  184305      0.35541      0.36114
26039       20   62143720   62182510    160      24  184305      0.70408      0.24069
26164       20   62183025   62203568     74      15  184305       1.3867      0.08277
11255       20   62214766   62220278     20       6  184305      0.80076      0.21164
105369209   20   62227876   62235050     37       7  184305       1.0367      0.14994
9885        20   62238485   62296213    206      29  184305      0.47811      0.31628
11047       20   62302056   62308862     46       9  184305       -1.118      0.86821
3911        20   62309060   62367320    161      14  184305      -1.6903      0.95451
6227        20   62387065   62388520      6       2  184305      0.45345      0.32511
81928       20   62388630   62407283     74       9  184305      0.60622      0.27218
140893      20   62410237   62427680     72       9  184305      0.03304      0.48682
140628      20   62463497   62475970     52       7  184305      0.81318      0.20806
128826      20   62550453   62570764     64      13  184305      0.11322      0.45493
28231       20   62642445   62685830     99      14  184305       1.3673     0.085766
4923        20   62708783   62762771    124      16  184305     -0.21449      0.58492
55257       20   62796453   62800593      6       3  184305     -0.52194      0.69914
11054       20   62804825   62814000     11       3  184305     -0.10565      0.54207
1299        20   62817062   62841159     80      19  184305     -0.72089      0.76451
10732       20   62841014   62861763     89      20  184305       -1.202      0.88532
100132911   20   62844566   62846191      6       3  184305     -0.54134      0.70586
11083       20   62877734   62937952    123      15  184305     -0.47257      0.68174
63910       20   62952647   62969585      7       2  184305      0.35306      0.36202
388813      21   14591392   14643107     83       2  184305     -0.61636      0.73117
29761       21   15729947   15880072    494      52  184305     -0.75491      0.77485
105369159   21   16041292   16640637   1804     150  184305       2.2427     0.012458
1525        21   17512906   17633323    239      24  184305      -1.1447      0.87382
10950       21   17593650   17612950     29       3  184305      -1.3316       0.9085
54149       21   17788967   17819386    129      17  184305     -0.21434      0.58486
140578      21   17819595   18267373   1042      77  184305     -0.72989      0.76727
5651        21   18269107   18403806    517      41  184305     -0.40219      0.65623
4685        21   20998315   21540630   1836      89  184305     -0.28207      0.61106
54148       21   25585656   25607846     81      15  184305     0.043084      0.48282
58494       21   25639282   25717562    276      19  184305      -0.3565      0.63927
522         21   25724480   25735654     28       7  184305      0.80147      0.21143
2551        21   25734947   25772460    120       8  184305      0.94642      0.17197
351         21   25880550   26171128   1123      82  184305     -0.49585         0.69
105372811   21   26395033   26413109     23       6  184305      0.99974      0.15872
100996571   21   26405943   26569263    381      45  184305      0.36572      0.35729
116159      21   26466209   26573284    303      27  184305      0.27701      0.39089
9510        21   26836287   26845409     27       4  184305   -0.0078284      0.50312
11096       21   26917912   26967120    126      14  184305      0.27749       0.3907
29104       21   28872191   28885373     24       8  184305       0.5552      0.28938
26046       21   28928144   28992956    224      34  184305    -0.034226      0.51365
10069       21   29004778   29019371     39      11  184305     0.046968      0.48127
10600       21   29024617   29054488    145      11  184305       0.4623      0.32193
10694       21   29056322   29073797    145      12  184305     -0.37348       0.6456
56911       21   29077471   29175889    242      27  184305      0.15268      0.43933
571         21   29298795   29361896    231      20  184305      -1.2284      0.89034
2897        21   29536933   29939964   1276      45  184305     -0.63847      0.73841
26285       21   30165923   30166653      1       1  184305     -0.81999      0.79389
9073        21   30214006   30216151      3       1  184305      0.44455      0.32832
643803      21   30281309   30282958      2       1  184305       1.0544      0.14586
100131902   21   30289145   30289514      1       1  184305     -0.51391      0.69634
388818      21   30319131   30320289      2       1  184305      0.19075      0.42436
643812      21   30337013   30337694      2       1  184305      0.73566      0.23097
337959      21   30371391   30372239      2       1  184305     -0.48803      0.68723
140258      21   30396074   30396822      1       1  184305       0.5584      0.28829
284827      21   30430276   30430758      1       1  184305      0.76196      0.22304
254950      21   30440328   30440780      1       1  184305       2.4378    0.0073886
337882      21   30480045   30480317      1       1  184305        2.527    0.0057527
337969      21   30487190   30487348      2       1  184305       1.8342     0.033315
337970      21   30491464   30491957      3       1  184305       1.2277      0.10978
337974      21   30561098   30561289      1       1  184305     0.058037      0.47686
100288287   21   30590105   30590397      1       1  184305       1.7467     0.040342
337967      21   30598686   30598874      1       1  184305       1.1512      0.12482
337966      21   30613686   30613904      1       1  184305       1.7391     0.041013
337878      21   30829039   30829732      1       1  184305      -0.6449       0.7405
337880      21   30880644   30881555      2       1  184305      -0.7477      0.77268
728299      21   31038159   31038476      1       1  184305     -0.53358      0.70319
7074        21   31118418   31559977   1430      78  184305       1.1012      0.13541
6647        21   31659622   31668931     31       6  184305      -2.0528      0.97995
57466       21   31671000   31732118    321      17  184305      -1.3853      0.91702
30811       21   31873315   32004064    287      11  184305      0.71741      0.23656
54069       21   32268219   32279065     21       6  184305        -2.18      0.98537
56246       21   32291813   32314784     94      11  184305       1.2455      0.10647
9875        21   32311019   32393003    192      11  184305      0.97012      0.16599
59271       21   32411692   32515400    422      41  184305     -0.66634       0.7474
140290      21   32574841   32585535      7       2  184305      0.56182      0.28712
56683       21   32601674   32612608     15       7  184305       1.0499      0.14689
8867        21   32628759   32728040    297      35  184305      -1.3992      0.91912
94104       21   32733899   32771858    137      27  184305      -1.8917      0.97074
56245       21   32790673   32814181     61      12  184305      -1.3713      0.91485
10215       21   33025908   33029196     11       4  184305       1.8597     0.031464
116448      21   33070144   33072422      3       2  184305       1.5827     0.056744
3455        21   33229895   33264513    161      25  184305     -0.61065      0.72928
3588        21   33266360   33297234     98      19  184305     -0.30834      0.62109
3454        21   33324443   33359823    135      24  184305       0.8504      0.19755
3460        21   33402896   33437521    141      27  184305        1.205       0.1141
757         21   33432486   33480009    183      32  184305     -0.43453      0.66805
54943       21   33488055   33491747      8       3  184305      -1.2405       0.8926
2618        21   33503931   33542917    134      29  184305      0.15453       0.4386
6651        21   33543038   33577514    171      15  184305     -0.10299      0.54101
29980       21   33577551   33588708     42       6  184305       1.0845      0.13908
9946        21   33589341   33641854     97      16  184305    -0.024775      0.50988
6453        21   33642400   33889305    638      39  184305      -1.0134      0.84457
539         21   33903453   33915854     35       7  184305      0.99083      0.16088
400863      21   33947934   33965164     56       9  184305      0.57413      0.28294
6526        21   34073523   34106262     44      11  184305       0.6832      0.24724
64968       21   34073523   34143034     94      18  184305      0.95357      0.17015
9992        21   34364024   34371141     44       9  184305       1.1118      0.13311
54065       21   34375450   34389154     50      14  184305     -0.19934        0.579
101928147   21   34400112   34401072      4       2  184305      -1.4534      0.92694
3753        21   34418715   34512275    259      31  184305      -1.3323      0.90863
1827        21   34516442   34615142    437      49  184305      -0.2682      0.60573
54102       21   34669292   34718227    199      19  184305     -0.84447       0.8008
861         21   34787801   35049310    472      34  184305       1.1154      0.13233
54093       21   36034541   36060818     48       7  184305     0.084657      0.46627
873         21   36069924   36073177      8       2  184305      0.23833      0.40581
874         21   36134900   36146562     18       5  184305      -3.1006      0.99903
9980        21   36156783   36294274    314      47  184305      -1.0232       0.8469
23515       21   36320189   36376646    156      24  184305      -1.6593      0.95147
8208        21   36377057   36416827    100      16  184305     -0.52486      0.70016
23562       21   36460621   36580085    433      49  184305    -0.025278      0.51008
6493        21   36699133   36750219    225      21  184305      -2.7174      0.99671
3141        21   36750888   36990246    828      45  184305       1.6528     0.049184
53820       21   37006156   37019659     49       7  184305       2.4415    0.0073124
51227       21   37065364   37073158     34       3  184305       2.0991     0.017902
7267        21   37073254   37203107    276      27  184305       0.6119       0.2703
10311       21   37223425   37268124     71      12  184305      0.49658      0.30974
1859        21   37365790   37515376    549      29  184305    -0.094683      0.53772
3763        21   37617482   37919731   1209      70  184305      -1.8245      0.96596
10281       21   38006553   38121360    366      58  184305       1.1725       0.1205
3772        21   38229915   38303126    190      18  184305     -0.72141      0.76467
2078        21   38367261   38661833    992      46  184305     -0.66128      0.74578
2114        21   38805307   38824955     60      11  184305       1.3852     0.083001
8624        21   39175446   39183514     31       7  184305     -0.54298      0.70643
54014       21   39184176   39313819    378      45  184305      -1.4032      0.91973
