PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114670.13.wgt.RDat	ENSG00000114670.13	3	131026854	131026855	0.2023	rs10934949	 2.27	rs1515909	 0.045287	  4.78	 0.16833	337	337	susie	0.076	2.7e-05	 0.767343	4.43e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000034533.11.wgt.RDat	ENSG00000034533.11	3	131027648	131027649	0.1115	rs10934949	 2.27	rs7641006	 0.118456	 -5.48	 0.81958	337	  1	top1	0.12	1.5e-07	-0.819582	4.12e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000196353.11.wgt.RDat	ENSG00000196353.11	3	132285409	132285410	0.1846	rs11708147	 2.11	rs7649058	 0.084591	  4.59	-0.14510	487	  1	top1	0.085	9.5e-06	-0.145103	8.85e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000138246.15.wgt.RDat	ENSG00000138246.15	3	132417525	132417526	0.1149	rs11708147	 2.11	rs11925382	 0.066058	 -4.97	-1.24696	465	  3	lasso	0.069	5.9e-05	 1.143181	2.53e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240303.7.wgt.RDat	ENSG00000240303.7	3	132644895	132644896	0.1832	rs11708147	 2.11	rs719300	 0.036894	 -4.11	 0.43067	430	  6	enet	0.037	0.0026	-1.140313	2.54e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000113971.19.wgt.RDat	ENSG00000113971.19	3	132722441	132722442	0.6633	rs11708147	 2.11	rs2369832	 0.330878	 -8.86	-0.86513	402	402	susie	0.45	2.6e-29	 1.308045	1.91e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000260633.1.wgt.RDat	ENSG00000260633.1	3	134349232	134349233	0.3837	rs9789972	 3.22	rs6439477	 0.256025	  7.59	 1.23482	444	444	susie	0.26	7.3e-16	 1.210370	2.26e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182923.16.wgt.RDat	ENSG00000182923.16	3	134486026	134486027	0.2911	rs9789972	 3.22	rs1874883	 0.300616	 -8.23	 2.62294	469	469	susie	0.31	8.1e-19	-2.883169	3.94e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000129055.12.wgt.RDat	ENSG00000129055.12	3	134486715	134486716	0.5268	rs9789972	 3.22	rs6772896	 0.509777	-10.49	 2.62140	470	470	susie	0.51	4.9e-35	-2.899666	3.74e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154928.16.wgt.RDat	ENSG00000154928.16	3	134597800	134597801	0.2955	rs9789972	 3.22	rs5008643	 0.095191	  5.30	 0.32363	456	456	susie	0.11	5e-07	 0.531805	5.95e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114054.13.wgt.RDat	ENSG00000114054.13	3	136250305	136250306	0.0699	rs13081671	 4.68	rs654237	 0.006936	  3.49	-1.70594	284	284	susie	0.016	0.035	-1.131851	2.58e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000239213.5.wgt.RDat	ENSG00000239213.5	3	136862053	136862054	0.0701	rs9812319	 4.19	rs9682783	-0.003587	 -3.45	-2.83105	336	336	susie	0.0017	0.25	 1.140297	2.54e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174564.12.wgt.RDat	ENSG00000174564.12	3	136957864	136957865	0.2055	rs9812319	 4.19	rs6777391	 0.022414	 -3.75	 1.45134	333	 15	enet	0.085	8.8e-06	-1.443655	1.49e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000158163.14.wgt.RDat	ENSG00000158163.14	3	138115817	138115818	0.4980	rs1199338	 5.89	rs7622521	 0.106753	 -5.74	 0.52531	354	 53	enet	0.21	1.7e-12	 0.063439	9.49e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000118017.3.wgt.RDat	ENSG00000118017.3	3	138132386	138132387	0.5744	rs1199338	 5.89	rs2622694	 0.285759	 -7.95	 1.37705	362	362	susie	0.4	2.1e-25	-0.785045	4.32e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000158186.12.wgt.RDat	ENSG00000158186.12	3	138347647	138347648	0.3443	rs1199338	 5.89	rs1199338	 0.171200	  6.31	 5.88838	306	  1	top1	0.17	1.9e-10	 5.888380	3.90e-09
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000158220.13.wgt.RDat	ENSG00000158220.13	3	138434612	138434613	0.3001	rs1199338	 5.89	rs1720836	 0.055673	  4.64	 2.45716	301	  1	top1	0.056	3e-04	 2.457163	1.40e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272656.1.wgt.RDat	ENSG00000272656.1	3	139349326	139349327	0.1796	rs9874829	-2.23	rs7833	 0.000310	  3.79	-0.62669	423	423	susie	0.055	0.00034	-0.001368	9.99e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163864.15.wgt.RDat	ENSG00000163864.15	3	139678016	139678017	0.1946	rs4683798	 2.48	rs10935342	 0.019351	  3.91	 0.99145	523	523	susie	0.026	0.0099	 0.110390	9.12e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000155893.12.wgt.RDat	ENSG00000155893.12	3	141228725	141228726	0.1550	rs7636914	-2.64	rs7652530	 0.091695	  5.01	-0.50818	395	  1	top1	0.092	4.1e-06	-0.508184	6.11e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114125.13.wgt.RDat	ENSG00000114125.13	3	141738203	141738204	0.3457	rs6440043	 3.69	rs3184648	 0.155253	 -6.05	-1.51977	402	  1	top1	0.16	1.5e-09	 1.519774	1.29e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000069849.10.wgt.RDat	ENSG00000069849.10	3	141876123	141876124	0.2325	rs6440043	 3.69	rs295313	-0.001404	  3.22	-0.33470	359	359	susie	0.012	0.063	 1.032968	3.02e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000244124.1.wgt.RDat	ENSG00000244124.1	3	141919020	141919021	0.2079	rs6440043	 3.69	rs6799078	 0.004059	  3.76	-1.16919	364	  6	lasso	0.052	0.00045	 0.399771	6.89e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114126.17.wgt.RDat	ENSG00000114126.17	3	142149536	142149537	0.1573	rs6440043	 3.69	rs9814627	-0.004736	  3.04	-1.63088	360	  2	lasso	0.021	0.019	-1.737855	8.22e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240032.1.wgt.RDat	ENSG00000240032.1	3	146069184	146069185	0.1438	rs343319	 2.53	rs9874388	 0.102469	 -5.71	 0.43570	425	425	susie	0.14	1.6e-08	-0.397366	6.91e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114698.14.wgt.RDat	ENSG00000114698.14	3	146251178	146251179	0.1927	rs191482	 2.68	rs1061409	 0.136560	  5.54	 0.47108	456	  1	top1	0.14	1.6e-08	 0.471078	6.38e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163754.17.wgt.RDat	ENSG00000163754.17	3	148991340	148991341	0.1658	rs6803439	 2.30	rs3732559	 0.036227	 -4.64	-0.04037	544	 15	enet	0.056	0.00029	 0.207565	8.36e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114744.8.wgt.RDat	ENSG00000114744.8	3	149752498	149752499	0.2321	rs10935791	-2.97	rs4681549	 0.065731	  5.08	 2.39202	475	475	susie	0.085	8.6e-06	 2.291741	2.19e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000070087.13.wgt.RDat	ENSG00000070087.13	3	150050727	150050728	0.2875	rs10935791	-2.97	rs9289798	 0.181782	 -6.98	 1.41655	413	413	susie	0.21	1.7e-12	-1.611115	1.07e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000144895.11.wgt.RDat	ENSG00000144895.11	3	150552353	150552354	0.3524	rs10935791	-2.97	rs7631671	 0.260861	 -7.56	-0.97155	434	 11	enet	0.27	2.1e-16	 1.123342	2.61e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174944.8.wgt.RDat	ENSG00000174944.8	3	151278466	151278467	0.1837	rs3821668	 3.06	rs16863323	 0.034745	  4.35	-1.14830	475	  6	lasso	0.048	0.00075	-2.005707	4.49e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169313.9.wgt.RDat	ENSG00000169313.9	3	151384811	151384812	0.2620	rs3821668	 3.06	rs6787801	 0.204744	  7.05	-1.67496	494	  1	top1	0.2	2.3e-12	-1.674959	9.39e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240602.7.wgt.RDat	ENSG00000240602.7	3	151770427	151770428	0.1873	rs3821668	 3.06	rs2272476	 0.095759	  5.54	-0.88509	448	448	susie	0.12	1.8e-07	-0.885923	3.76e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000114790.12.wgt.RDat	ENSG00000114790.12	3	154121002	154121003	0.1689	rs1727920	-4.42	rs2122365	 0.107337	 -4.98	-4.08610	392	  1	top1	0.11	6e-07	 4.086097	4.39e-05
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174953.13.wgt.RDat	ENSG00000174953.13	3	154324496	154324497	0.1692	rs1727920	-4.42	rs355780	 0.116425	  5.29	-4.31863	325	  1	top1	0.12	2e-07	-4.318631	1.57e-05
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169282.17.wgt.RDat	ENSG00000169282.17	3	156037700	156037701	0.1045	rs3772266	-2.15	rs11718399	 0.053599	 -4.55	-0.22091	368	  1	top1	0.054	0.00039	 0.220912	8.25e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272990.1.wgt.RDat	ENSG00000272990.1	3	156524246	156524247	0.1049	rs3772266	-2.15	rs8665	 0.060915	 -4.43	-1.27382	395	  1	top1	0.061	0.00016	 1.273821	2.03e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243926.1.wgt.RDat	ENSG00000243926.1	3	156674340	156674341	0.1415	rs4561781	 3.25	rs9289971	 0.144034	 -5.87	-1.32345	433	433	susie	0.15	4.6e-09	 1.292264	1.96e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240875.5.wgt.RDat	ENSG00000240875.5	3	156817061	156817062	0.4377	rs4561781	 3.25	rs1430410	 0.217140	  6.88	 0.06419	446	  9	lasso	0.22	3.1e-13	-0.092708	9.26e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000197980.12.wgt.RDat	ENSG00000197980.12	3	156825480	156825481	0.1694	rs4561781	 3.25	rs344076	-0.000272	 -3.61	-0.41302	443	  1	top1	-0.00027	0.33	 0.413019	6.80e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000241135.5.wgt.RDat	ENSG00000241135.5	3	157089880	157089881	0.1409	rs4680359	 3.62	rs4561781	 0.084826	 -5.45	 3.25224	422	422	susie	0.1	8.1e-07	-3.233343	1.22e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000244515.1.wgt.RDat	ENSG00000244515.1	3	157163931	157163932	0.1544	rs4680359	 3.62	rs10936066	 0.116980	 -5.39	 2.92568	422	422	susie	0.12	7.6e-08	-2.832818	4.61e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000197415.11.wgt.RDat	ENSG00000197415.11	3	157533618	157533619	0.1486	rs4680359	 3.62	rs12635273	 0.057730	  5.00	 0.22618	420	420	susie	0.083	1.1e-05	 0.417299	6.76e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174891.12.wgt.RDat	ENSG00000174891.12	3	158107788	158107789	0.0779	rs16887	 2.30	rs6441170	 0.090092	  4.66	 1.10987	319	  1	top1	0.09	4.9e-06	 1.109865	2.67e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000168827.14.wgt.RDat	ENSG00000168827.14	3	158644277	158644278	0.1007	rs12494264	 3.18	rs6763412	 0.089482	 -4.54	-2.05730	390	  1	top1	0.089	5.3e-06	 2.057305	3.97e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000079257.7.wgt.RDat	ENSG00000079257.7	3	158672692	158672693	0.2060	rs7646217	 3.13	rs17699478	 0.102305	  5.13	-2.30135	394	394	susie	0.1	1.1e-06	-2.253731	2.42e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240207.6.wgt.RDat	ENSG00000240207.6	3	158734560	158734561	0.1067	rs7646217	 3.11	rs7646881	 0.091294	 -4.89	 0.43075	401	  2	lasso	0.094	3.1e-06	-0.312686	7.55e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272247.1.wgt.RDat	ENSG00000272247.1	3	158801863	158801864	0.2933	rs7646217	 3.18	rs9846998	 0.020100	  4.98	 0.43898	407	 27	enet	0.075	3.1e-05	-0.231267	8.17e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279311.1.wgt.RDat	ENSG00000279311.1	3	158869897	158869898	0.2717	rs7646217	 3.07	rs6785502	 0.011827	  4.08	-0.75426	412	 19	enet	0.077	2.5e-05	-0.658409	5.10e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000068885.14.wgt.RDat	ENSG00000068885.14	3	160399272	160399273	0.1368	rs10936198	 2.53	rs11709336	 0.091870	  4.61	 0.31104	374	  1	top1	0.092	4e-06	 0.311042	7.56e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000113810.15.wgt.RDat	ENSG00000113810.15	3	160399880	160399881	0.1962	rs10936198	 2.53	rs11709336	 0.029373	  3.90	 0.31104	374	374	susie	0.029	0.0069	 0.121152	9.04e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000213186.7.wgt.RDat	ENSG00000213186.7	3	160485772	160485773	0.2568	rs10936198	 2.53	rs11709336	 0.094119	  4.87	 0.31104	360	  1	top1	0.094	3e-06	 0.311042	7.56e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169255.13.wgt.RDat	ENSG00000169255.13	3	161105383	161105384	0.1908	rs12638557	 2.36	rs6795977	 0.144794	 -5.73	 1.09189	357	  1	top1	0.14	5.7e-09	-1.091887	2.75e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000196542.8.wgt.RDat	ENSG00000196542.8	3	161372879	161372880	0.4090	rs10936249	-2.74	rs1811483	 0.277802	  8.30	-0.37024	374	 15	enet	0.34	2.6e-21	 0.092487	9.26e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163536.12.wgt.RDat	ENSG00000163536.12	3	167735242	167735243	0.2357	rs9837095	-3.53	rs7627289	 0.069241	  4.27	 0.17542	384	  1	top1	0.069	6e-05	 0.175422	8.61e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000173905.8.wgt.RDat	ENSG00000173905.8	3	168095974	168095975	0.1705	rs9837095	-3.53	rs4431164	-0.004738	  3.69	-0.42215	333	 16	enet	-0.0038	0.65	 0.719132	4.72e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000075651.15.wgt.RDat	ENSG00000075651.15	3	171810949	171810950	0.1705	rs4894509	 3.92	rs4378993	 0.080876	  5.06	 0.91778	452	452	susie	0.11	5.2e-07	 1.649534	9.90e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000144959.9.wgt.RDat	ENSG00000144959.9	3	172711217	172711218	0.1343	rs12897	 5.05	rs2276805	 0.073074	 -4.89	 0.32905	480	  1	top1	0.073	3.8e-05	-0.329047	7.42e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171109.18.wgt.RDat	ENSG00000171109.18	3	179347691	179347692	0.1874	rs10049286	 2.35	rs6804758	 0.038108	  4.73	 1.48807	351	  5	lasso	0.077	2.5e-05	 1.267497	2.05e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000058056.8.wgt.RDat	ENSG00000058056.8	3	179652754	179652755	0.1376	rs9824299	 2.41	rs1442495	 0.029271	  3.90	-0.22223	382	  1	top1	0.029	0.0071	-0.222234	8.24e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163728.10.wgt.RDat	ENSG00000163728.10	3	180602129	180602130	0.1663	rs6810369	 2.71	rs1921678	 0.016500	  4.18	 0.65133	244	  1	top1	0.016	0.034	 0.651334	5.15e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000242068.1.wgt.RDat	ENSG00000242068.1	3	180773913	180773914	0.1287	rs11717945	 2.38	rs9823620	-0.000572	  3.12	 1.73388	236	 21	enet	0.029	0.0074	 1.207854	2.27e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000058063.15.wgt.RDat	ENSG00000058063.15	3	182793499	182793500	0.1098	rs9290747	-3.25	rs10937101	 0.105519	 -5.01	-2.97793	358	  1	top1	0.11	7.6e-07	 2.977932	2.90e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000053524.12.wgt.RDat	ENSG00000053524.12	3	183428777	183428778	0.2867	rs2313214	 2.51	rs9826761	 0.131270	 -6.03	-0.02952	420	  6	enet	0.16	5.1e-10	-0.125346	9.00e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000233885.7.wgt.RDat	ENSG00000233885.7	3	183810473	183810474	0.0770	rs2313214	 2.51	rs263021	 0.040064	  4.08	 0.19001	473	473	susie	0.047	0.00084	 0.187221	8.51e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000180834.7.wgt.RDat	ENSG00000180834.7	3	183825593	183825594	0.0900	rs2313214	 2.51	rs263003	 0.075968	  4.68	-0.18747	467	  3	lasso	0.085	9e-06	-0.000783	9.99e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000156931.15.wgt.RDat	ENSG00000156931.15	3	184812142	184812143	0.2023	rs6777648	 2.86	rs16859583	 0.084767	  5.02	-0.79782	426	  1	top1	0.085	9.3e-06	-0.797820	4.25e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163904.12.wgt.RDat	ENSG00000163904.12	3	185582495	185582496	0.0903	rs536570	 2.64	rs3087964	 0.045518	  4.13	-0.05911	353	  1	top1	0.046	0.001	-0.059111	9.53e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163918.10.wgt.RDat	ENSG00000163918.10	3	186807057	186807058	0.3031	rs759602	 3.06	rs1354091	 0.116794	 -5.21	-0.71823	573	573	susie	0.12	1.8e-07	 0.770380	4.41e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000175077.5.wgt.RDat	ENSG00000175077.5	3	187200113	187200114	0.2511	rs759602	 3.06	rs4473541	 0.108703	  5.21	 1.25077	612	  1	top1	0.11	5.1e-07	 1.250766	2.11e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279891.1.wgt.RDat	ENSG00000279891.1	3	188178542	188178543	0.3199	rs1403050	 3.42	rs2222103	 0.142542	  5.71	-0.28006	517	  1	top1	0.14	7.6e-09	-0.280058	7.79e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000152492.13.wgt.RDat	ENSG00000152492.13	3	191329076	191329077	0.4330	rs10937476	-2.72	rs9841435	 0.209132	 -6.82	-0.74979	470	  1	top1	0.21	1.3e-12	 0.749792	4.53e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000188958.9.wgt.RDat	ENSG00000188958.9	3	191330535	191330536	0.2509	rs10937476	-2.72	rs9868965	 0.005587	 -3.70	 1.72558	469	 38	enet	0.043	0.0014	-0.113082	9.10e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000127249.14.wgt.RDat	ENSG00000127249.14	3	193593110	193593111	0.1555	rs9877998	-2.53	rs7653046	 0.087604	 -5.04	-0.30822	471	  1	top1	0.088	6.6e-06	 0.308218	7.58e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000133657.14.wgt.RDat	ENSG00000133657.14	3	194494279	194494280	0.1793	rs789620	-2.53	rs4677652	-0.004500	 -3.57	-0.16356	515	515	susie	0.065	9.9e-05	-0.432134	6.66e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231770.5.wgt.RDat	ENSG00000231770.5	3	194584010	194584011	0.3962	rs2720891	 3.29	rs3818946	 0.183848	  6.93	-1.60087	531	  5	lasso	0.22	1.7e-13	-0.907168	3.64e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145014.17.wgt.RDat	ENSG00000145014.17	3	194633688	194633689	0.2434	rs2720891	 3.29	rs3818946	 0.009161	  3.87	-1.60087	541	  1	top1	0.0092	0.087	-1.600866	1.09e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000041802.10.wgt.RDat	ENSG00000041802.10	3	194672476	194672477	0.6173	rs2720891	 3.29	rs3821402	 0.366530	  8.92	 1.13788	535	  6	lasso	0.37	5e-23	 1.259481	2.08e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000173950.15.wgt.RDat	ENSG00000173950.15	3	195271166	195271167	0.1994	rs2720891	 3.29	rs7633265	-0.002983	 -3.52	-0.18109	380	380	susie	0.012	0.056	 1.456298	1.45e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224769.1.wgt.RDat	ENSG00000224769.1	3	195614946	195614947	0.4652	rs13084875	 2.76	rs4677617	 0.146150	  6.84	 1.34384	305	 17	enet	0.24	2.9e-14	 1.433237	1.52e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000271662.1.wgt.RDat	ENSG00000271662.1	3	195651471	195651472	0.2581	rs13084875	 2.76	rs2291652	 0.023823	  4.61	 1.43629	290	 25	enet	0.071	4.7e-05	 1.069235	2.85e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000229178.1.wgt.RDat	ENSG00000229178.1	3	195657926	195657927	0.2047	rs13084875	 2.76	rs6773702	 0.132163	 -5.40	-1.36049	287	  1	top1	0.13	2.8e-08	 1.360490	1.74e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000215837.7.wgt.RDat	ENSG00000215837.7	3	195658095	195658096	0.4940	rs13084875	 2.76	rs6773702	 0.163673	 -6.75	-1.36049	287	  8	lasso	0.24	1.4e-14	 0.675180	5.00e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000207650.1.wgt.RDat	ENSG00000207650.1	3	195699400	195699401	0.1645	rs13084875	 2.76	rs4927848	 0.059634	 -4.37	 0.72360	289	  1	top1	0.06	0.00019	-0.723601	4.69e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000283426.1.wgt.RDat	ENSG00000283426.1	3	195701617	195701618	0.5762	rs13084875	 2.76	rs842225	 0.188642	  6.52	 1.11402	288	 21	enet	0.32	1.1e-19	 1.213180	2.25e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000176945.16.wgt.RDat	ENSG00000176945.16	3	195720881	195720882	0.5275	rs13084875	 2.76	rs3096337	 0.077274	  6.15	 0.26201	300	 16	enet	0.34	4e-21	 0.342586	7.32e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000145113.21.wgt.RDat	ENSG00000145113.21	3	195812276	195812277	0.3430	rs13084875	 2.76	rs863582	 0.159649	  5.99	-1.28796	309	309	susie	0.25	3.2e-15	-1.512954	1.30e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000260261.1.wgt.RDat	ENSG00000260261.1	3	195952694	195952695	0.3106	rs13084875	 2.76	rs1080211	 0.124307	 -5.36	-1.24251	284	284	susie	0.13	4e-08	 1.113752	2.65e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185485.14.wgt.RDat	ENSG00000185485.14	3	195990304	195990305	0.4307	rs13084875	 2.76	rs2293232	 0.056533	 -4.89	-0.01306	293	  9	enet	0.11	5.9e-07	 0.779637	4.36e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000163959.9.wgt.RDat	ENSG00000163959.9	3	196211486	196211487	0.2408	rs13084875	 2.76	rs1044988	 0.072626	 -5.22	-0.23885	354	 35	enet	0.12	1.9e-07	-0.027971	9.78e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000213123.10.wgt.RDat	ENSG00000213123.10	3	196318298	196318299	0.3995	rs13084875	 2.76	rs6762272	 0.117894	  6.22	 1.29812	367	  1	top1	0.12	1.7e-07	 1.298117	1.94e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000174007.7.wgt.RDat	ENSG00000174007.7	3	196712292	196712293	0.4249	rs9877632	 2.56	rs6776064	 0.140636	 -5.80	 0.02617	402	  9	lasso	0.15	1.6e-09	-0.292357	7.70e-01
